date,LabID,Year,Month,LABPH,SPCOND,CA,MG,Sodium,K,NH4,SO4,NO3,CL,WSOC,LWC,Hplus
7/13/2005 14:00,,2005,7,4.51,12.18,17.47,3.29,20.44,3.84,14.8,21.61,15.29,9.87,,0.08,30.90295433
7/13/2005 15:00,,2005,7,4.85,8.16,7.98,4.11,0.44,0.26,10.26,15.2,11.76,,,0.01,14.12537545
7/14/2005,,2005,7,3.8,,30.94,9.05,3.92,7.93,246.09,58.86,20.03,0.85,,0.04,158.4893192
7/14/2005,,2005,7,4.03,50.09,24.45,6.58,1.31,1.79,118.36,113.25,46.8,1.41,,0.7,93.32543008
7/14/2005,,2005,7,5.05,,4.99,2.47,,,15.19,3.96,2.01,,,0.03,8.912509381
7/14/2005 17:00,,2005,7,3.64,,43.42,14.81,5.22,9.21,520.66,477.7,169.27,3.95,,0.16,229.0867653
7/15/2005,,2005,7,4.09,44.45,24.45,6.58,1.74,1.54,96.13,109.16,38.89,1.41,,0.59,81.28305162
7/15/2005,,2005,7,4.53,,38.43,8.23,2.18,2.3,42.52,12.63,8.59,0.28,,0.11,29.51209227
7/15/2005,,2005,7,3.94,,80.84,18.1,4.79,7.67,188.1,37.79,24.76,0.85,,0.12,114.8153621
7/16/2005,,2005,7,4.62,,64.87,21.4,,,158.55,364.65,128.43,26.23,,0.11,23.98832919
7/16/2005 16:00,,2005,7,3.34,,53.4,17.28,17.83,9.46,517.34,695.15,277.04,11.56,,0.23,457.0881896
7/16/2005 17:00,,2005,7,3.3,266.31,26.45,9.05,12.18,2.81,314.16,631.56,237.24,6.77,,0.08,501.1872336
7/16/2005 20:00,,2005,7,3.65,115.43,7.98,3.29,4.79,1.28,137.37,298.85,53.66,2.26,,0.16,223.8721139
7/16/2005 21:00,,2005,7,3.78,,6.99,3.29,3.92,1.28,101.39,225.93,45.13,1.97,,0.08,165.9586907
7/17/2005 0:00,,2005,7,3.06,452.43,31.94,13.99,24.36,5.88,508.47,995.92,451.23,10.15,,0.32,870.96359
7/17/2005,,2005,7,3.06,467.28,35.93,15.64,26.1,6.39,569.34,213.99,88.37,3.1,,0.35,870.96359
7/17/2005,,2005,7,3.67,109.99,3.99,2.47,3.92,0.77,105.61,256.42,77.76,3.67,,0.89,213.796209
7/17/2005,,2005,7,3.62,115.43,0.5,0.82,2.18,0.51,102,283.18,60.5,4.23,,,239.8832919
7/17/2005,,2005,7,3.74,87.42,0.5,0.82,1.31,0.26,79.94,203.57,51.09,3.1,,,181.9700859
7/17/2005,,2005,7,3.67,102.76,,0.82,1.74,0.26,85.15,220.94,71.47,4.23,,,213.796209
7/17/2005,,2005,7,3.58,123.65,,0.82,2.18,0.26,96.63,278.92,78.95,4.8,,,263.0267992
7/17/2005,,2005,7,3.38,197.01,1,0.82,3.05,0.77,164.93,462.11,117.93,7.62,,,416.8693835
7/17/2005,,2005,7,3.49,149.98,0.5,0.82,2.61,0.51,127.28,356.03,86.41,5.64,,,323.5936569
7/17/2005 3:00,,2005,7,3.09,437.58,41.42,15.64,36.97,6.39,490.78,959.89,519.77,15.23,,0.62,812.8305162
7/17/2005 4:00,,2005,7,3.19,338.58,18.46,7.41,16.53,3.07,331.18,723.99,363.83,8.74,,0.84,645.654229
7/17/2005 5:00,,2005,7,3.34,232.65,13.97,5.76,13.48,3.07,243.42,522.68,216.24,10.44,,0.76,457.0881896
7/17/2005 6:00,,2005,7,3.47,168.8,7.49,3.29,6.96,1.54,167.7,389.56,134.98,6.49,,1.01,338.8441561
7/18/2005 0:00,,2005,7,3.18,39.3,3.99,2.47,6.96,2.05,275.3,805.01,165.44,5.64,,0.87,660.693448
7/18/2005,,2005,7,3.66,23.6,5.49,0.82,,0.26,68.35,271.2,26.38,2.54,,1.33,218.7761624
7/18/2005 1:00,,2005,7,3.23,15.7,3.99,2.47,6.09,1.79,261.77,716.37,145.37,5.08,,1.07,588.8436554
7/18/2005 3:00,,2005,7,3.1,1.64,15.97,5.76,8.7,5.63,341.55,992.96,225.6,6.49,,1.22,794.3282347
7/18/2005 4:00,,2005,7,3.47,17.2,3.49,1.65,2.61,1.02,152.34,355.11,115.8,4.51,,1.39,338.8441561
7/18/2005 5:00,,2005,7,3.76,25.6,-1.5,0.82,1.74,0.26,80.5,201.23,44.47,1.69,,1.38,173.7800829
7/18/2005 6:00,,2005,7,3.79,57.3,-1.5,0.82,1.31,0.26,81.71,199.63,35.54,1.69,,1.14,162.1810097
7/18/2005 8:00,,2005,7,3.49,146.5,-1,0.82,1.31,0.77,118.3,427.6,48.47,4.51,,1.18,323.5936569
7/18/2005 9:00,,2005,7,3.57,128.5,-2,0.82,1.31,0.51,102.95,357.99,36.03,3.39,,1.06,269.1534804
7/18/2005 10:00,,2005,7,3.62,110.9,-1.5,0.82,1.31,0.77,125.51,342.52,38.82,2.82,,0.88,239.8832919
7/18/2005 11:00,,2005,7,3.62,124.5,-1.5,0.82,1.31,1.02,147.46,340.92,53.22,3.39,,0.69,239.8832919
7/18/2005 12:00,,2005,7,3.35,239,2,1.65,1.74,2.3,293.98,687.97,108.5,3.95,,0.29,446.6835922
7/18/2005 23:00,,2005,7,3.25,19.4,19.46,5.76,3.05,3.84,554.37,1015.43,161.94,4.8,,0.53,562.3413252
7/19/2005 0:00,,2005,7,3.53,186,18.46,4.11,2.18,1.54,336.45,558.53,130.54,4.51,,0.51,295.1209227
7/19/2005,,2005,7,3.59,142.1,10.98,3.29,1.74,1.28,236.94,692.83,115.17,4.8,,0.91,257.0395783
7/19/2005,,2005,7,3.56,150,9.48,2.47,1.31,1.02,202.9,450.28,67.16,4.23,,1,275.4228703
7/19/2005 1:00,,2005,7,3.62,171.5,37.43,8.23,2.18,1.54,475.1,580.36,166.31,7.05,,0.54,239.8832919
7/19/2005 2:00,,2005,7,3.65,170,26.95,7.41,2.18,1.28,457.52,560.8,137.54,7.33,,0.4,223.8721139
7/19/2005 3:00,,2005,7,3.23,361,30.44,9.88,4.35,3.84,656.1,1138.6,233.67,9.59,,0.26,588.8436554
7/19/2005 4:00,,2005,7,3.16,403,29.44,9.05,4.79,4.35,675.67,1228.57,248.94,9.87,,0.32,691.8309709
7/19/2005 5:00,,2005,7,3.44,219,15.47,4.94,2.18,2.05,352.25,692.19,115.14,4.8,,0.53,363.0780548
7/19/2005 9:00,,2005,7,3.53,155,9.98,3.29,1.74,1.02,195.25,441.6,71.15,5.08,,0.92,295.1209227
7/19/2005 10:00,,2005,7,3.47,170.6,9.98,4.11,1.74,1.02,213.77,498.44,84.58,5.36,,0.6,338.8441561
7/19/2005 11:00,,2005,7,3.39,221,11.98,4.94,2.61,1.79,292.04,653.19,96.53,5.36,,0.52,407.3802778
7/19/2005 12:00,,2005,7,3.56,161.3,7.49,3.29,2.18,1.79,287.16,512.91,69.05,3.39,,0.46,275.4228703
7/20/2005 2:00,,2005,7,4.3,,96.31,25.51,,,263.66,260.85,108.37,3.67,,0.16,50.11872336
7/20/2005 3:00,,2005,7,4.38,40,39.42,13.17,1.74,2.05,127.73,141.69,44.13,1.69,,0.15,41.68693835
7/20/2005 8:00,,2005,7,4.66,,18.46,7.41,0.87,1.54,43.46,57.99,20.55,1.13,,0.24,21.87761624
7/20/2005 9:00,,2005,7,4.44,23.1,12.98,4.11,0.87,1.02,61.81,74.56,23.18,0.85,,0.61,36.30780548
7/20/2005 10:00,,2005,7,4.51,,8.48,3.29,0.44,0.77,35.31,55.29,16.66,1.13,,0.13,30.90295433
7/21/2005,,2005,7,5.93,,249.02,13.17,3.48,3.84,339.77,122.3,272.66,7.9,,0.23,1.174897555
7/22/2005,,2005,7,4.42,21.6,7.49,0.82,0.44,0.51,24.78,37.73,14.91,0.28,,0.29,38.01893963
7/22/2005,,2005,7,4.87,19.2,17.97,3.29,7.4,0.77,34.37,24.48,15.69,5.92,,0.37,13.48962883
7/22/2005 16:00,,2005,7,4.06,52,24.95,6.58,1.74,1.28,130.89,149.17,60.3,1.97,,0.24,87.096359
7/22/2005 21:00,,2005,7,4.98,13.8,17.47,4.11,10.44,0.77,28,22.75,13.38,8.46,,0.4,10.47128548
7/23/2005,,2005,7,4.88,,44.41,12.34,,6.14,79.83,33.08,37.43,5.92,,0.44,13.18256739
7/23/2005 1:00,,2005,7,4.62,21.9,14.97,2.47,1.31,0.77,42.63,23.85,17.85,1.13,,0.16,23.98832919
7/25/2005 0:00,,2005,7,3.49,194.6,112.78,21.4,7.83,6.14,299.69,570.75,193,13.82,,0.01,323.5936569
7/25/2005 8:00,,2005,7,3.86,81.87,19.96,4.94,2.18,1.02,129.78,221.62,56.89,4.8,,1.19,138.0384265
7/25/2005 9:00,,2005,7,3.98,55.54,2,0.82,0.87,0.26,75.23,152.71,29.48,1.69,,1.36,104.7128548
7/25/2005 10:00,,2005,7,3.99,52.27,,,0.44,0.26,67.69,137.86,27.4,1.69,,1.56,102.3292992
7/25/2005 11:00,,2005,7,3.67,122.17,13.97,3.29,2.18,1.02,194.2,357.29,76.28,3.67,,1.5,213.796209
7/26/2005 22:00,,2005,7,4.54,17.13,-2.5,,0.44,0.51,21.57,48.27,8.8,0.28,,1.08,28.84031503
7/27/2005 18:00,,2005,7,5.26,4.63,,,0.44,0.51,7.04,5.8,5.23,0.28,,1.02,5.495408739
7/27/2005 19:00,,2005,7,5.4,4.13,2.5,,0.44,0.51,5.99,4.45,5.32,0.28,,1.1,3.981071706
7/27/2005 20:00,,2005,7,4.91,6.5,2,0.82,0.87,0.77,-0.06,5.81,7.43,1.41,,0.82,12.30268771
7/27/2005 21:00,,2005,7,4.86,7.14,,0.82,1.31,0.77,1.61,6.38,7.33,1.69,,0.78,13.80384265
7/27/2005 22:00,,2005,7,4.69,9.79,,1.65,3.48,0.77,-2.16,11.29,8.07,3.1,,0.85,20.41737945
7/29/2005 17:00,,2005,7,4.17,,42.92,13.17,20.01,7.42,123.4,128.26,121.57,12.69,,0.07,67.60829754
7/29/2005 20:00,,2005,7,4.11,62.67,42.92,9.05,2.18,2.3,173.63,151.14,115.27,4.23,,0.06,77.62471166
7/29/2005 21:00,,2005,7,4.26,45.74,23.95,6.58,1.31,1.79,130.94,111.66,86.14,2.82,,0.46,54.95408739
7/31/2005 23:00,,2005,7,3.79,104.05,17.97,4.94,1.74,2.05,214.87,330.12,56.93,1.69,,0.68,162.1810097
8/1/2005 10:00,,2005,8,3.86,,103.3,27.98,3.48,4.86,630.71,505.93,342.95,7.05,,0.13,138.0384265
8/1/2005 12:00,,2005,8,3.88,,71.36,20.57,2.18,,247.42,323.84,158.03,7.33,,0.12,131.8256739
8/1/2005 13:00,,2005,8,3.99,,36.93,10.7,1.31,2.3,165.37,213.83,94.32,4.23,,0.08,102.3292992
8/1/2005 17:00,,2005,8,4.04,,64.38,21.4,2.18,,227.13,212.36,174.91,50.49,,0.49,91.20108394
8/1/2005 20:00,,2005,8,3.73,,38.92,7.41,1.31,2.05,290.49,390.04,128.78,4.23,,0.75,186.2087137
8/1/2005 21:00,,2005,8,3.88,,42.42,6.58,0.87,1.02,183.94,258.66,94.61,4.23,,0.74,131.8256739
8/1/2005 22:00,,2005,8,3.86,86.5,16.47,4.11,0.87,0.77,177.12,241.34,74.1,2.82,,0.8,138.0384265
8/1/2005 23:00,,2005,8,3.83,90.1,15.47,3.29,0.87,0.77,168.09,246.16,83.21,2.82,,0.61,147.9108388
8/2/2005 0:00,,2005,8,3.86,88.9,25.95,5.76,0.87,1.02,182.61,231.77,107.17,3.67,,0.58,138.0384265
8/2/2005,,2005,8,4.16,45.3,10.98,4.11,0.44,2.05,95.8,133.08,32.52,1.41,,,69.18309709
8/2/2005 3:00,,2005,8,3.92,76.1,21.46,4.94,0.44,1.02,166.26,191.98,100.97,3.1,,0.46,120.2264435
8/2/2005 4:00,,2005,8,3.86,101.4,32.94,8.23,1.31,2.05,251.91,275.13,133.61,3.95,,0.46,138.0384265
8/2/2005 5:00,,2005,8,3.99,70,19.96,5.76,0.87,1.28,171.69,185.88,84.86,2.82,,0.37,102.3292992
8/2/2005 7:00,,2005,8,4,65.5,14.47,4.94,0.44,1.02,145.74,169.95,71.57,2.26,,0.34,100
8/2/2005 8:00,,2005,8,3.95,70.7,15.97,4.94,0.44,1.02,147.02,183.76,74.45,2.54,,0.3,112.2018454
8/2/2005 9:00,,2005,8,3.74,106.2,14.47,4.94,0.87,1.28,179.51,296.54,67.26,2.26,,0.15,181.9700859
8/2/2005 10:00,,2005,8,3.74,108.3,16.47,5.76,1.31,2.81,189.1,313.1,72.84,3.95,,0.15,181.9700859
8/2/2005 19:00,,2005,8,4.46,22.5,4.49,2.47,0.44,3.58,39.97,62.54,15.44,0.56,,0.08,34.67368505
8/2/2005 20:00,,2005,8,4.07,,189.63,18.1,4.79,6.65,641.63,651.84,184.61,1.69,,0.02,85.11380382
8/2/2005 21:00,,2005,8,4.86,,21.46,3.29,1.74,1.79,64.09,65.39,21.1,0.85,,0.11,13.80384265
8/2/2005 22:00,,2005,8,4.87,15.8,32.44,4.94,2.18,1.79,39.36,41.2,29.47,0.56,,0.12,13.48962883
8/2/2005 23:00,,2005,8,4.74,11.7,5.99,1.65,0.87,0.51,10.64,16.79,9.21,0.28,,0.04,18.19700859
8/3/2005 9:00,,2005,8,4.57,16.14,6.99,2.47,0.87,0.77,15.97,33.74,14.4,0.28,,0.12,26.91534804
8/3/2005 18:00,,2005,8,4.51,,7.49,2.47,2.61,,20.62,46.65,17.04,0.85,,0.09,30.90295433
8/3/2005 19:00,,2005,8,4.84,,,0.82,0.87,0.51,-0.22,12.69,4.76,0.28,,0.13,14.45439771
8/3/2005 22:00,,2005,8,3.76,118.31,57.89,14.81,3.48,3.58,290.66,336.74,114.13,1.69,,0.14,173.7800829
8/4/2005 0:00,,2005,8,3.91,101.67,65.37,18.1,3.05,3.07,303.3,297.96,138.35,1.97,,0.39,123.0268771
8/4/2005 1:00,,2005,8,4.15,61.28,58.39,13.99,2.18,2.3,197.91,182.01,89.89,1.41,,0.43,70.79457844
8/4/2005 5:00,,2005,8,3.58,257.4,291.43,50.2,5.22,7.16,800.95,819.71,519.38,5.92,,0.34,263.0267992
8/4/2005 6:00,,2005,8,3.52,,208.6,46.08,4.79,5.63,736.31,849.77,381.68,4.51,,0.26,301.995172
8/5/2005,,2005,8,3.55,222.75,152.2,32.09,4.79,5.12,406.35,760.72,242.9,6.21,,,281.8382931
8/5/2005,,2005,8,4.59,19.31,10.48,4.94,2.18,2.05,45.68,60.07,19.14,1.41,,,25.70395783
8/5/2005,,2005,8,4.19,39.7,2.99,1.65,1.74,1.54,62.37,108.03,23.93,1.41,,,64.5654229
8/5/2005,,2005,8,5.73,,7.98,4.11,0.87,3.33,-0.5,5.44,1.3,0.56,,,1.862087137
8/10/2005 7:00,,2005,8,3.53,273.24,674.69,236.17,12.18,20.97,330.68,788.95,726.1,29.05,,0.07,295.1209227
8/10/2005 8:00,,2005,8,3.31,291.06,195.62,88.87,4.79,8.19,368.43,877,308.49,9.59,,0.01,489.7788194
8/10/2005 22:00,,2005,8,3.1,,314.39,106.15,11.74,10.49,735.26,1496.02,584.05,20.31,,0.01,794.3282347
8/10/2005 23:00,,2005,8,3.11,427.68,193.13,60.89,7.83,5.37,614.63,1259.55,425.38,17.77,,0.12,776.2471166
8/11/2005 0:00,,2005,8,3.19,363.33,129.25,48.55,6.09,4.86,632.98,1115.08,285.65,9.03,,0.41,645.654229
8/11/2005,,2005,8,3.67,120.58,23.45,9.05,1.31,1.28,236.66,377.85,81.77,1.69,,0.39,213.796209
8/11/2005 1:00,,2005,8,3.33,261.36,61.38,24.69,3.05,3.33,377.47,820.64,181.58,5.36,,0.37,467.7351413
8/11/2005 7:00,,2005,8,4.18,39.7,3.99,1.65,0.44,0.77,95.24,119.57,24.18,,,0.8,66.0693448
8/11/2005 8:00,,2005,8,4.11,48.31,4.49,2.47,0.44,0.77,107.22,144.17,24.82,0.28,,0.58,77.62471166
8/11/2005 9:00,,2005,8,4.02,63.76,8.98,3.29,0.87,1.02,171.74,215.55,35.95,0.85,,0.36,95.4992586
8/12/2005 16:00,,2005,8,4,63.06,33.93,7.41,1.31,2.05,130.78,166.29,59.54,1.69,,0.13,100
8/12/2005 23:00,,2005,8,3.58,149.19,29.94,5.76,1.74,1.28,256.73,436.5,92.96,4.51,,0.69,263.0267992
8/13/2005 0:00,,2005,8,3.62,133.85,27.95,6.58,1.74,1.02,228.57,387.94,90.85,4.8,,0.84,239.8832919
8/13/2005 3:00,,2005,8,3.74,106.72,21.96,6.58,1.31,1.02,199.41,306.35,82.69,2.82,,0.91,181.9700859
8/13/2005 4:00,,2005,8,3.7,120.19,22.46,7.41,1.74,1.79,243.26,345.1,117.91,3.39,,0.82,199.5262315
8/13/2005 5:00,,2005,8,3.74,114.35,20.46,7.41,1.74,1.79,262.22,342.04,121.99,2.54,,0.56,181.9700859
8/13/2005 6:00,,2005,8,3.86,85.14,12.98,4.94,1.31,1.54,189.15,231.45,91.61,1.97,,0.56,138.0384265
8/13/2005 7:00,,2005,8,3.97,58.71,7.98,3.29,0.87,1.02,119.69,150.96,65.83,1.41,,0.59,107.1519305
8/13/2005 8:00,,2005,8,4.09,51.48,7.49,3.29,1.31,1.28,127.45,142.65,59.22,0.85,,0.59,81.28305162
8/13/2005 23:00,,2005,8,4.1,60.59,36.43,5.76,1.31,2.56,173.41,155.59,104.7,4.23,,0.03,79.43282347
8/14/2005 2:00,,2005,8,4.32,70.39,70.86,8.23,1.74,5.37,305.68,156.09,229.64,5.64,,0.11,47.86300923
8/14/2005 3:00,,2005,8,5.11,,37.43,6.58,1.31,4.35,74.12,52.17,53.86,1.97,,0.24,7.762471166
8/14/2005 17:00,,2005,8,5.04,6.22,2.99,1.65,0.87,0.77,4.6,14.01,2.64,-0.28,,0.36,9.120108394
8/14/2005 18:00,,2005,8,4.77,10.2,2.99,1.65,0.87,0.77,13.14,23.52,5.57,-0.28,,0.34,16.98243652
8/15/2005 7:00,,2005,8,3.56,140.09,20.46,4.94,3.05,4.6,188.1,254.54,202.55,4.23,,0.24,275.4228703
8/15/2005 8:00,,2005,8,3.85,72.86,19.46,4.94,2.18,2.56,103.61,148.2,101.62,2.82,,0.15,141.2537545
8/19/2005 9:00,,2005,8,2.91,,289.94,101.21,122.66,27.11,869.2,1010.55,1122.57,92.8,,0.11,1230.268771
8/19/2005 10:00,,2005,8,2.89,662.31,156.7,60.07,84.82,12.02,611.58,1080.75,824.19,84.34,,0.16,1288.249552
8/19/2005 19:00,,2005,8,3.21,305.91,52.9,20.57,18.7,3.84,256.62,618.46,363.94,12.98,,0.07,616.5950019
8/19/2005 23:00,,2005,8,3.95,,3.99,2.47,2.18,0.77,44.02,117.21,46.08,2.26,,0.57,112.2018454
8/20/2005 0:00,,2005,8,4.46,19.11,1.5,1.65,0.87,0.51,11.03,39.67,12.33,0.56,,0.46,34.67368505
8/20/2005,,2005,8,4.28,26.93,8.48,3.29,1.31,0.51,15.58,63.58,16.53,2.26,,1.07,52.48074602
8/20/2005,,2005,8,4.16,34.95,2.5,1.65,0.87,0.51,24.5,82.17,21.7,3.95,,1.09,69.18309709
8/20/2005,,2005,8,3.95,59.99,3.99,2.47,1.74,0.77,57.65,150.89,33.3,2.26,,1.09,112.2018454
8/20/2005,,2005,8,3.92,67.02,5.99,3.29,1.74,0.77,79.16,182.61,35.26,2.82,,0.9,120.2264435
8/20/2005,,2005,8,3.87,76.73,7.49,3.29,0.87,0.77,104.72,213.67,42.7,2.26,,0.96,134.8962883
8/20/2005 1:00,,2005,8,4.34,23.26,4.49,1.65,0.87,0.51,10.92,49.88,18.03,1.13,,0.34,45.70881896
8/20/2005 14:00,,2005,8,3.75,101.77,8.98,4.11,0.87,1.54,164.76,301.92,56.12,2.82,,0.94,177.827941
8/20/2005 15:00,,2005,8,3.87,74.65,3.99,2.47,0.44,0.77,105.94,213.79,38.42,1.69,,0.81,134.8962883
8/20/2005 16:00,,2005,8,3.84,94.64,10.98,3.29,0.87,1.54,225.13,275.67,105.03,4.23,,0.59,144.5439771
8/20/2005 17:00,,2005,8,4.03,69.2,17.47,4.11,1.74,1.54,185.66,189.16,97.74,4.51,,0.38,93.32543008
8/20/2005 18:00,,2005,8,3.94,67.32,14.47,4.11,1.74,0.77,112.7,157.47,81.14,3.95,,0.43,114.8153621
8/21/2005,,2005,8,4.64,14.26,,0.82,0.44,0.51,17.96,37.77,7.51,0.28,,0.1,22.90867653
8/21/2005,,2005,8,3.95,54.85,1,0.82,0.44,0.51,47.01,126.65,38.41,1.69,,0.08,112.2018454
8/22/2005,,2005,8,4.33,47.82,40.92,10.7,1.31,,154.12,24.24,16.02,1.13,,0.23,46.77351413
8/22/2005,,2005,8,6.36,12.67,22.46,5.76,0.44,1.28,73.79,17.68,22.1,1.41,,0.24,0.436515832
8/22/2005,,2005,8,6.64,14.06,50.4,5.76,0.87,1.54,58.93,16.73,21.56,1.97,,0.41,0.229086765
8/22/2005,,2005,8,4.67,,7.98,3.29,0.44,0.77,28.38,48.11,18.96,3.1,,0.05,21.3796209
8/22/2005,,2005,8,3.77,88.11,2.99,1.65,0.44,0.51,113.26,207.1,79.18,2.54,,0.48,169.8243652
8/22/2005,,2005,8,4.6,17.42,11.48,4.94,0.44,0.77,22.34,49.29,13.6,1.13,,0.03,25.11886432
8/22/2005,,2005,8,4.63,17.62,4.99,3.29,0.44,0.77,47.18,45.04,18.57,1.13,,0.13,23.44228815
8/22/2005,,2005,8,5.55,7.89,4.49,2.47,0.44,0.77,39.58,16.1,14.51,1.69,,0.03,2.818382931
8/22/2005,,2005,8,6.59,12.37,44.41,4.94,0.44,0.77,48.62,16.57,17.94,1.69,,0.52,0.257039578
8/22/2005 1:00,,2005,8,3.57,147.61,7.98,3.29,1.31,1.54,225.52,389.19,131.44,4.51,,0.15,269.1534804
8/22/2005 2:00,,2005,8,4.74,40,17.97,4.94,0.87,2.05,214.54,137.26,73.09,2.82,,0.17,18.19700859
8/22/2005 3:00,,2005,8,5.1,26.53,15.47,4.11,0.87,,158.16,104.78,53.79,3.67,,0.03,7.943282347
8/22/2005 7:00,,2005,8,4.65,,45.91,12.34,1.31,3.58,96.41,112.47,61.53,3.67,,0.17,22.38721139
8/23/2005,,2005,8,5.72,14.35,21.46,5.76,0.87,1.02,74.23,32.58,32.81,2.54,,0.25,1.905460718
8/23/2005,,2005,8,5.81,5.14,23.45,4.11,,0.26,2.55,12.71,5.48,1.13,,0.41,1.548816619
8/23/2005,,2005,8,5.41,4.88,17.47,5.76,,0.26,-3.99,13.36,4.43,0.56,,0.41,3.89045145
8/23/2005,,2005,8,5.45,5.74,22.46,9.05,0.44,,-3.88,19.41,5.15,0.56,,0.56,3.548133892
8/23/2005,,2005,8,5.19,4.32,9.48,4.11,,0.26,-5.99,8.87,3.87,0.56,,0.64,6.45654229
8/23/2005,,2005,8,5.11,4.38,4.49,2.47,,0.26,-4.99,5.2,3.51,0.85,,0.82,7.762471166
8/23/2005 9:00,,2005,8,5.26,3.56,4.49,2.47,,0.26,0.5,5.74,2.39,0.28,,0.84,5.495408739
8/23/2005 10:00,,2005,8,4.9,7.02,4.99,3.29,,0.26,-3.88,12.22,5.41,1.13,,0.71,12.58925412
8/23/2005 11:00,,2005,8,4.67,13.17,10.98,7.41,0.44,0.26,10.26,26.77,13.63,2.26,,0.65,21.3796209
8/23/2005 12:00,,2005,8,4.62,16.53,9.98,7.41,0.44,0.51,26.11,33.03,19.91,1.41,,0.28,23.98832919
8/23/2005 13:00,,2005,8,5.37,9.38,10.48,5.76,0.44,0.77,32.76,20.34,19.64,1.41,,0.22,4.265795188
8/23/2005 15:00,,2005,8,6.15,11.68,40.92,6.58,0.87,1.28,37.25,15.3,30.43,2.54,,0.2,0.707945784
8/23/2005 16:00,,2005,8,6.42,9.37,43.42,5.76,0.87,2.05,21.29,17.21,14.88,1.97,,0.03,0.380189396
8/23/2005 18:00,,2005,8,6.11,2.75,15.47,3.29,,0.51,-5.93,5.38,1.73,1.41,,0.44,0.776247117
8/24/2005,,2005,8,4.8,8.41,2.99,3.29,,0.26,-5.1,17.21,6.04,0.85,,,15.84893192
8/24/2005,,2005,8,4.59,14.06,3.49,3.29,0.44,0.26,0.72,29.92,11.38,1.13,,,25.70395783
8/24/2005,,2005,8,4.34,27.52,11.48,4.94,0.87,0.77,27.28,66.35,39.52,3.95,,,45.70881896
8/24/2005,,2005,8,4.15,43.56,27.45,5.76,1.74,0.77,50.39,108.93,63.56,3.95,,,70.79457844
8/24/2005,,2005,8,4.41,41.58,69.37,10.7,2.18,1.54,104.17,117.14,87.11,2.82,,,38.9045145
8/24/2005,,2005,8,5.38,29.8,90.82,15.64,3.05,3.07,110.71,100.4,101.86,5.92,,,4.168693835
8/24/2005 8:00,,2005,8,5.14,4.67,7.98,4.94,,0.51,-7.21,6.63,5.24,0.85,,0.28,7.244359601
8/24/2005 9:00,,2005,8,4.96,6.26,10.48,6.58,0.44,0.51,-7.04,9.55,7.03,0.85,,0.27,10.96478196
8/24/2005 10:00,,2005,8,4.94,6.86,6.49,4.94,,0.51,-6.87,11.89,6.16,0.56,,0.54,11.48153621
8/24/2005 11:00,,2005,8,4.85,6.97,4.49,3.29,,0.51,-6.32,14.01,5.71,1.41,,0.89,14.12537545
8/25/2005,,2005,8,6.21,17.32,61.38,11.52,2.18,1.02,72.18,24.8,36.38,3.67,,0.2,0.616595002
8/25/2005,,2005,8,5.54,56.03,162.68,20.57,4.35,3.33,252.85,166.03,200.44,6.49,,,2.884031503
8/25/2005,,2005,8,6.23,10.89,38.92,5.76,0.87,0.77,38.81,14.82,19.06,1.69,,,0.588843655
8/25/2005,,2005,8,6.38,20.69,52.4,9.05,1.31,1.54,115.7,33.76,45.13,2.54,,,0.416869383
8/25/2005,,2005,8,6.44,16.04,49.9,5.76,0.87,1.28,80.16,24.65,26.44,7.62,,,0.363078055
8/28/2005 3:00,,2005,8,3.82,100.6,46.91,30.45,49.15,5.63,120.13,246.44,136.84,43.44,,0.31,151.3561248
8/28/2005 4:00,,2005,8,3.88,75.65,14.97,14.81,36.54,2.56,72.35,167.02,79.28,36.67,,0.49,131.8256739
8/28/2005 5:00,,2005,8,4.32,26.66,2.5,4.94,10.01,0.77,11.97,58.07,21.79,9.59,,0.62,47.86300923
8/28/2005 8:00,,2005,8,4.75,8.85,0.5,1.65,0.44,0.26,-0.17,25.32,5.22,1.13,,0.96,17.7827941
8/28/2005 11:00,,2005,8,4.29,27.67,1,1.65,0.44,0.26,17.46,64.09,18.65,1.41,,0.59,51.2861384
8/28/2005 12:00,,2005,8,3.68,,7.49,4.11,1.74,1.79,197.69,359.94,87.03,5.08,,0.22,208.9296131
8/28/2005 20:00,,2005,8,3.76,119.79,13.47,7.41,2.61,4.09,262.05,382.71,93.22,4.8,,0.36,173.7800829
8/28/2005 21:00,,2005,8,3.79,107.16,15.97,8.23,2.61,2.81,236.11,325.69,93.06,5.08,,0.27,162.1810097
8/28/2005 22:00,,2005,8,4.02,,6.99,4.94,1.74,1.54,123.57,174.65,54.48,3.39,,0.25,95.4992586
8/29/2005,,2005,8,3.92,,34.93,14.81,,12.28,,,,,,0.14,120.2264435
8/30/2005,,2005,8,5.26,2.92,-1,1.65,,0.26,-3.88,5.94,1.71,0.28,,0.47,5.495408739
8/30/2005 8:00,,2005,8,3.36,251.49,4.99,4.11,1.74,4.09,318.54,820.87,62.12,1.41,,0.28,436.5158322
8/30/2005 9:00,,2005,8,3.48,195.23,2.5,4.11,1.31,2.56,275.19,627,46.91,1.69,,0.31,331.1311215
8/30/2005 10:00,,2005,8,3.5,171.3,2,4.11,6.53,2.05,216.15,480.05,93.25,7.9,,0.36,316.227766
